gene,gene_id,uniprot,protein_class,molec_function,conc_thpa_ugl,conc_inter_bgs_average_ugl,conc_inter_geyer_ppd_ugl,top15bgs_thpa,top15bgs_thpa_log,mars14,sepromix20,,
Protein S,ENSG00000184500,P07225,"Candidate cardiovascular disease genes, Disease related genes, FDA approved drug targets, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins",,3400,,13800,3400,3.531478917,0,0,,
Beta-2-microglobulin,ENSG00000166710,P61769,"Cancer-related genes, Disease related genes, Plasma proteins, Predicted intracellular proteins",,3200,,3100,3200,3.505149978,0,0,,
Hyaluronan binding protein 2,ENSG00000148702,Q14520,"Candidate cardiovascular disease genes, Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Predicted secreted proteins","Hydrolase, Protease, Serine protease",3200,,517,3200,3.505149978,0,0,,
Quiescin sulfhydryl oxidase 1,ENSG00000116260,O00391,"Enzymes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins",Oxidoreductase,3200,,150,3200,3.505149978,0,0,,
Intercellular adhesion molecule 1,ENSG00000090339,P05362,"Cancer-related genes, Candidate cardiovascular disease genes, CD markers, FDA approved drug targets, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins","Host cell receptor for virus entry, Receptor",3100,,45700,3100,3.491361694,0,0,,
Myosin heavy chain 9,ENSG00000100345,P35579,"Cancer-related genes, Disease related genes, Plasma proteins, Predicted intracellular proteins","Actin-binding, Calmodulin-binding, Motor protein, Myosin",3100,,57,3100,3.491361694,0,0,,
Lymphatic vessel endothelial hyaluronan receptor 1,ENSG00000133800,Q9Y5Y7,"Plasma proteins, Predicted membrane proteins",Receptor,3000,,6.2,3000,3.477121255,0,0,,
Filamin A,ENSG00000196924,P21333,"Disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Transporters",Actin-binding,2900,,410,2900,3.462397998,0,0,,
Lipoprotein(a),ENSG00000198670,P08519,"Candidate cardiovascular disease genes, Enzymes, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins","Hydrolase, Protease, Serine protease",2900,,1.4,2900,3.462397998,0,0,,
Biotinidase,ENSG00000169814,P43251,"Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Predicted secreted proteins",Hydrolase,2900,,,2900,3.462397998,0,0,,
Neural cell adhesion molecule 1,ENSG00000149294,P13591,"Cancer-related genes, CD markers, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins","Host cell receptor for virus entry, Receptor",2800,,,2800,3.447158031,0,0,,
Lysozyme,ENSG00000090382,P61626,"Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted secreted proteins","Antimicrobial, Bacteriolytic enzyme, Glycosidase, Hydrolase",2600,,51,2600,3.414973348,0,0,,
Melanoma cell adhesion molecule,ENSG00000076706,P43121,"CD markers, Plasma proteins, Predicted membrane proteins",,2600,,25,2600,3.414973348,0,0,,
"Actin, beta like 2",ENSG00000169067,Q562R1,"Plasma proteins, Predicted intracellular proteins",,2600,,,2600,3.414973348,0,0,,
Fc fragment of IgG receptor IIIa,ENSG00000203747,P08637,"CD markers, Disease related genes, FDA approved drug targets, Plasma proteins, Predicted membrane proteins, Predicted secreted proteins","IgG-binding protein, Receptor",2500,,63,2500,3.397940009,0,0,,
Vasorin,ENSG00000168140,Q6EMK4,"Plasma proteins, Predicted membrane proteins, Predicted secreted proteins",,2400,334,84,2400,3.380211242,0,0,,
CD44 molecule (Indian blood group),ENSG00000026508,P16070,"Blood group antigen proteins, Cancer-related genes, CD markers, FDA approved drug targets, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins","Blood group antigen, Receptor",2400,,35,2400,3.380211242,0,0,,
Selenoprotein P,ENSG00000250722,P49908,"Plasma proteins, Predicted membrane proteins, Predicted secreted proteins",,2300,6700,510,2300,3.361727836,0,0,,
Serpin family A member 5,ENSG00000188488,P05154,"Cancer-related genes, Candidate cardiovascular disease genes, Plasma proteins, Predicted secreted proteins","Heparin-binding, Protease inhibitor, Serine protease inhibitor",2300,,369000,2300,3.361727836,0,0,,
Lymphocyte cytosolic protein 1,ENSG00000136167,P13796,"Cancer-related genes, Disease related genes, Plasma proteins, Predicted intracellular proteins",Actin-binding,2200,,150,2200,3.342422681,0,0,,
Glyceraldehyde-3-phosphate dehydrogenase,ENSG00000111640,P04406,"Enzymes, FDA approved drug targets, Plasma proteins, Predicted intracellular proteins","Oxidoreductase, Transferase",2200,,91,2200,3.342422681,0,0,,
Keratin 14,ENSG00000186847,P02533,"Cancer-related genes, Disease related genes, Plasma proteins, Predicted intracellular proteins",,2200,,,2200,3.342422681,0,0,,
Keratin 16,ENSG00000186832,P08779,"Disease related genes, Plasma proteins, Predicted intracellular proteins",,2200,,,2200,3.342422681,0,0,,
Keratin 75,ENSG00000170454,O95678,"Disease related genes, Plasma proteins, Predicted intracellular proteins",,2200,,,2200,3.342422681,0,0,,
Keratin 77,ENSG00000189182,Q7Z794,"Plasma proteins, Predicted intracellular proteins",,2100,,,2100,3.322219295,0,0,,
Dopamine beta-hydroxylase,ENSG00000123454,P09172,"Disease related genes, Enzymes, FDA approved drug targets, Plasma proteins, Predicted intracellular proteins","Monooxygenase, Oxidoreductase",2000,151,110,2000,3.301029996,0,0,,
Glycoprotein Ib platelet alpha subunit,ENSG00000185245,P07359,"CD markers, Disease related genes, Plasma proteins, Predicted membrane proteins",,2000,56.9,18,2000,3.301029996,0,0,,
Carnosine dipeptidase 1,ENSG00000150656,Q96KN2,"Enzymes, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins","Carboxypeptidase, Hydrolase, Metalloprotease, Protease",1900,79.3,230,1900,3.278753601,0,0,,
Polymeric immunoglobulin receptor,ENSG00000162896,P01833,"Cancer-related genes, Plasma proteins, Predicted membrane proteins",,1900,,25,1900,3.278753601,0,0,,
Vinculin,ENSG00000035403,P18206,"Disease related genes, Plasma proteins, Predicted intracellular proteins",Actin-binding,1800,,90,1800,3.255272505,0,0,,
Activated leukocyte cell adhesion molecule,ENSG00000170017,Q13740,"Cancer-related genes, CD markers, Plasma proteins, Predicted membrane proteins, Transporters",,1800,,36.5,1800,3.255272505,0,0,,
Ficolin 2,ENSG00000160339,Q15485,"Plasma proteins, Predicted secreted proteins",,1800,,27,1800,3.255272505,0,0,,
EGF containing fibulin extracellular matrix protein 1,ENSG00000115380,Q12805,"Disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins",Growth factor,1800,,,1800,3.255272505,0,0,,
Mannan binding lectin serine peptidase 1,ENSG00000127241,P48740,"Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Predicted secreted proteins","Hydrolase, Protease, Serine protease",1800,,,1800,3.255272505,0,0,,
Mannose binding lectin 2,ENSG00000165471,P11226,"Plasma proteins, Predicted secreted proteins",,1700,567,82,1700,3.230448921,0,0,,
Heparan sulfate proteoglycan 2,ENSG00000142798,P98160,"Disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins",,1700,,120,1700,3.230448921,0,0,,
Complement factor H related 5,ENSG00000134389,Q9BXR6,"Disease related genes, Plasma proteins, Predicted secreted proteins",,1700,,11,1700,3.230448921,0,0,,
Insulin like growth factor 2,ENSG00000167244,P01344,"Cancer-related genes, Disease related genes, Plasma proteins, Predicted membrane proteins, Predicted secreted proteins, RAS pathway related proteins","Growth factor, Hormone, Mitogen",1700,,,1700,3.230448921,0,0,,
Thrombospondin 1,ENSG00000137801,P07996,"Cancer-related genes, Candidate cardiovascular disease genes, Plasma proteins, Predicted secreted proteins",Heparin-binding,1600,575,413,1600,3.204119983,0,0,,
Protein C receptor,ENSG00000101000,Q9UNN8,"Candidate cardiovascular disease genes, CD markers, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins",Receptor,1600,,113,1600,3.204119983,0,0,,
CD163 molecule,ENSG00000177575,Q86VB7,"CD markers, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins",,1600,,94,1600,3.204119983,0,0,,
Apolipoprotein C4,ENSG00000267467,P55056,"Plasma proteins, Predicted secreted proteins",,1500,,2310000,1500,3.176091259,0,0,,
Complement C8 gamma chain,ENSG00000176919,P07360,"Plasma proteins, Predicted secreted proteins",,1500,,1100,1500,3.176091259,0,0,,
Coagulation factor VII,ENSG00000057593,P08709,"Candidate cardiovascular disease genes, Disease related genes, Enzymes, FDA approved drug targets, Plasma proteins, Predicted secreted proteins","Hydrolase, Protease, Serine protease",1500,,297,1500,3.176091259,0,0,,
"Alanyl aminopeptidase, membrane",ENSG00000166825,P15144,"CD markers, Enzymes, Plasma proteins, Predicted membrane proteins","Aminopeptidase, Developmental protein, Host cell receptor for virus entry, Hydrolase, Metalloprotease, Protease, Receptor",1500,,36,1500,3.176091259,0,0,,
Colony stimulating factor 1 receptor,ENSG00000182578,P07333,"Cancer-related genes, CD markers, Disease related genes, Enzymes, FDA approved drug targets, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins, RAS pathway related proteins","Kinase, Receptor, Transferase, Tyrosine-protein kinase",1500,,22,1500,3.176091259,0,0,,
"Ribonuclease A family member 1, pancreatic",ENSG00000129538,P07998,"Enzymes, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins","Endonuclease, Hydrolase, Lyase, Nuclease",1500,,,1500,3.176091259,0,0,,
Coagulation factor XIII A chain,ENSG00000124491,P00488,"Cancer-related genes, Candidate cardiovascular disease genes, Disease related genes, Enzymes, FDA approved drug targets, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins","Acyltransferase, Transferase",1400,,18300,1400,3.146128036,0,0,,
S100 calcium binding protein A9,ENSG00000163220,P06702,"Cancer-related genes, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins","Antimicrobial, Antioxidant",1400,,1900,1400,3.146128036,0,0,,
Gamma-glutamyl hydrolase,ENSG00000137563,Q92820,"Enzymes, Plasma proteins, Predicted intracellular proteins",Hydrolase,1400,,250,1400,3.146128036,0,0,,
Transforming growth factor beta induced,ENSG00000120708,Q15582,"Disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins",,1400,,140,1400,3.146128036,0,0,,
Platelet factor 4 variant 1,ENSG00000109272,P10720,"Plasma proteins, Predicted secreted proteins","Cytokine, Heparin-binding",1400,,,1400,3.146128036,0,0,,
Complement C1q C chain,ENSG00000159189,P02747,"Disease related genes, Plasma proteins, Predicted secreted proteins",,1300,26100,910,1300,3.113943352,0,1,,
Procollagen C-endopeptidase enhancer,ENSG00000106333,Q15113,"Plasma proteins, Predicted secreted proteins",,1300,,110,1300,3.113943352,0,0,,
Complement component 4 binding protein beta,ENSG00000123843,P20851,"Plasma proteins, Predicted secreted proteins",,1300,,,1300,3.113943352,0,0,,
Complement C1q A chain,ENSG00000173372,P02745,"Disease related genes, Plasma proteins, Predicted secreted proteins",,1200,,1200,1200,3.079181246,0,1,,
"Aldolase, fructose-bisphosphate A",ENSG00000149925,P04075,"Cancer-related genes, Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins",Lyase,1200,,,1200,3.079181246,0,0,,
"Aldolase, fructose-bisphosphate A",ENSG00000285043,P04075,"Cancer-related genes, Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins",Lyase,1200,,,1200,3.079181246,0,0,,
Intercellular adhesion molecule 2,ENSG00000108622,P13598,"CD markers, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins",,1200,,,1200,3.079181246,0,0,,
"Adiponectin, C1Q and collagen domain containing",ENSG00000181092,Q15848,"Candidate cardiovascular disease genes, Disease related genes, Plasma proteins, Potential drug targets, Predicted secreted proteins, Transporters",Hormone,1100,20.6,3610,1100,3.041392685,0,0,,
Peroxiredoxin 2,ENSG00000167815,P32119,"Cancer-related genes, Enzymes, Plasma proteins, Predicted intracellular proteins","Antioxidant, Oxidoreductase, Peroxidase",1100,,510,1100,3.041392685,0,0,,
Profilin 1,ENSG00000108518,P07737,"Disease related genes, Plasma proteins, Predicted intracellular proteins",Actin-binding,1100,,130,1100,3.041392685,0,0,,
Vanin 1,ENSG00000112299,O95497,"Enzymes, Plasma proteins, Predicted intracellular proteins",Hydrolase,1100,,56,1100,3.041392685,0,0,,
Cartilage oligomeric matrix protein,ENSG00000105664,P49747,"Disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins",Heparin-binding,1100,,,1100,3.041392685,0,0,,
Ectonucleotide pyrophosphatase/phosphodiesterase 2,ENSG00000136960,Q13822,"Cancer-related genes, Enzymes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins",Hydrolase,1100,,,1100,3.041392685,0,0,,
Tenascin XB,ENSG00000168477,P22105,"Disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins",,1100,,,1100,3.041392685,0,0,,
Integrin subunit alpha 2b,ENSG00000005961,P08514,"Cancer-related genes, Candidate cardiovascular disease genes, CD markers, Disease related genes, FDA approved drug targets, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins","Integrin, Receptor",1100,,,1100,3.041392685,0,0,,
Keratin 13,ENSG00000171401,P13646,"Cancer-related genes, Disease related genes, Plasma proteins, Predicted intracellular proteins",,1100,,,1100,3.041392685,0,0,,
Cadherin 5,ENSG00000179776,P33151,"Cancer-related genes, CD markers, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins",,1000,1020,70,1000,3,0,0,,
Heat shock protein family A (Hsp70) member 5,ENSG00000044574,P11021,"Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Transporters","Chaperone, Hydrolase",1000,57,100,1000,3,0,0,,
Insulin like growth factor binding protein 2,ENSG00000115457,P18065,"Cancer-related genes, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins",Growth factor binding,1000,27.7,473,1000,3,0,0,,
Peptidase D,ENSG00000124299,P12955,"Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins","Dipeptidase, Hydrolase, Metalloprotease, Protease",1000,,70,1000,3,0,0,,
Collagen type VI alpha 3 chain,ENSG00000163359,P12111,"Disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins","Protease inhibitor, Serine protease inhibitor",1000,,,1000,3,0,0,,
Pleckstrin,ENSG00000115956,P08567,"Plasma proteins, Predicted intracellular proteins",,990,,,990,2.995635195,0,0,,
Vascular cell adhesion molecule 1,ENSG00000162692,P19320,"Cancer-related genes, CD markers, Plasma proteins, Predicted membrane proteins",,970,,63.5,970,2.986771734,0,0,,
Catalase,ENSG00000121691,P04040,"Cancer-related genes, Disease related genes, Enzymes, FDA approved drug targets, Plasma proteins, Predicted intracellular proteins","Mitogen, Oxidoreductase, Peroxidase",960,,220,960,2.982271233,0,0,,
