uniprot,proteinName,mars14,QuantMethod,abundance,Rank,ppm
Q8WWZ8,Oncoprotein-induced transcript 3 protein,0,depleted,3561079.75,360,21.5592238278601
P07237,Protein disulfide-isomerase,0,depleted,3526516.5,361,21.3499735736449
P00390,"Glutathione reductase, mitochondrial",0,depleted,3515924,362,21.2858452489713
P16930,Fumarylacetoacetase,0,depleted,3468449.25,363,20.998427152979
P02792,Ferritin light chain,0,depleted,3456326.25,364,20.9250329891821
P02042,Hemoglobin subunit delta,0,depleted,3451044,365,20.8930535846028
P20023,Complement receptor type 2,0,depleted,3422599,366,20.7208439839097
P09486,SPARC,0,depleted,3393495.5,367,20.5446477415554
Q15042,Rab3 GTPase-activating protein catalytic subunit,0,depleted,3353880.5,368,20.3048135586954
P0DMV8,Heat shock 70 kDa protein 1A,0,depleted,3327713,369,20.1463922288963
P17813,Endoglin,0,depleted,3309316,370,20.035014481526
Q86UD1,Out at first protein homolog,0,depleted,3275488.25,371,19.8302170366378
P22392,Nucleoside diphosphate kinase B,0,depleted,3266225,372,19.7741361583246
P12429,Annexin A3,0,depleted,3265284.5,373,19.7684422532639
P04179,"Superoxide dismutase [Mn], mitochondrial",0,depleted,3255726,374,19.710573894388
O00299,Chloride intracellular channel protein 1,0,depleted,3250820.375,375,19.6808746248363
Q14118,Dystroglycan 1,0,depleted,3206766.75,376,19.4141684490469
P08195,4F2 cell-surface antigen heavy chain,0,depleted,3202693.125,377,19.3895062119358
P01034,Cystatin-C,0,depleted,3202202.25,378,19.3865343930664
P09211,Glutathione S-transferase P,0,depleted,3144991.5,379,19.0401733309167
P13645,"Keratin, type I cytoskeletal 10",0,depleted,3141941,380,19.0217052209883
P11279,Lysosome-associated membrane glycoprotein 1,0,depleted,3125090.75,381,18.9196916922811
P18669,Phosphoglycerate mutase 1,0,depleted,3109890.5,382,18.8276674706979
A1L4H1,Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D,0,depleted,3107025,383,18.8103193739924
A0A075B6P5,Immunoglobulin kappa variable 2-28,0,depleted,3038650.5,384,18.3963715679603
P25774,Cathepsin S,0,depleted,3029383.25,385,18.340266473145
P48637,Glutathione synthetase,0,depleted,3029025.75,386,18.3381021232681
P37837,Transaldolase,0,depleted,2973403.75,387,18.0013595530537
Q13103,Secreted phosphoprotein 24,0,depleted,2944430.25,388,17.8259503470183
Q9BTY2,Plasma alpha-L-fucosidase,0,depleted,2917113.5,389,17.6605713134542
P32942,Intercellular adhesion molecule 3,0,depleted,2897637,390,17.5426581375745
O15394,Neural cell adhesion molecule 2,0,depleted,2888410.75,391,17.4868012619059
Q13228,Methanethiol oxidase,0,depleted,2868675,392,17.3673185539826
O60462,Neuropilin-2,0,depleted,2855861.25,393,17.2897425029761
P07911,Uromodulin,0,depleted,2853372.75,394,17.2746768115954
P30041,Peroxiredoxin-6,0,depleted,2834789.75,395,17.1621729968765
Q8IXL6,Extracellular serine/threonine protein kinase FAM20C,0,depleted,2830125.5,396,17.1339350418745
P52209,"6-phosphogluconate dehydrogenase, decarboxylating",0,depleted,2811242.5,397,17.0196149894967
Q01518,Adenylyl cyclase-associated protein 1,0,depleted,2798812,398,16.9443591820995
Q7Z7G0,Target of Nesh-SH3,0,depleted,2744829,399,16.6175393236283
Q15166,Serum paraoxonase/lactonase 3,0,depleted,2742242,400,16.6018773008829
Q8TER0,"Sushi, nidogen and EGF-like domain-containing protein 1",0,depleted,2724770.25,401,16.496101133159
Q8WZ42,,0,depleted,2692007.75,402,16.2977528454914
P07998,Ribonuclease pancreatic,0,depleted,2691809.75,403,16.2965541286365
P35241,Radixin,0,depleted,2674139.25,404,16.1895747034635
Q13740,CD166 antigen,0,depleted,2665597.25,405,16.1378603631886
Q9Y5C1,Angiopoietin-related protein 3,0,depleted,2653091.75,406,16.0621504963766
P54802,Alpha-N-acetylglucosaminidase,0,depleted,2652473.5,407,16.0584075332679
P31327,"Carbamoyl-phosphate synthase [ammonia], mitochondrial",0,depleted,2624504,408,15.8890766692642
Q6P179,Endoplasmic reticulum aminopeptidase 2,0,depleted,2617694.75,409,15.8478526150009
P00739,Haptoglobin-related protein,0,depleted,2606094,410,15.777620218262
P05556,Integrin beta-1,0,depleted,2598633.5,411,15.7324534147475
O94985,Calsyntenin-1,0,depleted,2586311,412,15.6578514529075
Q8WWA0,Intelectin-1,0,depleted,2582662.25,413,15.6357614623809
P08581,Hepatocyte growth factor receptor,0,depleted,2568560,414,15.5503846706293
P04439,"HLA class I histocompatibility antigen, A alpha chain",0,depleted,2495503,415,15.1080884218042
P55103,Inhibin beta C chain,0,depleted,2468550.5,416,14.9449146034643
P19022,Cadherin-2,0,depleted,2453698.75,417,14.8550002446282
P23284,Peptidyl-prolyl cis-trans isomerase B,0,depleted,2452485.5,418,14.8476550768293
Q96MY7,Protein FAM161B,0,depleted,2441903.625,419,14.7835910772394
P07384,Calpain-1 catalytic subunit,0,depleted,2441872.5,420,14.7834026425823
Q8N1N4,"Keratin, type II cytoskeletal 78",0,depleted,2437811.5,421,14.7588168388061
Q9Y4L1,Hypoxia up-regulated protein 1,0,depleted,2430364.75,422,14.7137332795176
Q8N423,Leukocyte immunoglobulin-like receptor subfamily B member 2,0,depleted,2410197,423,14.5916351893655
Q96J84,Kin of IRRE-like protein 1,0,depleted,2399330.5,424,14.5258480342968
O43157,Plexin-B1,0,depleted,2385268.5,425,14.4407149210978
Q9UBX5,Fibulin-5,0,depleted,2347874.25,426,14.2143254375079
P28827,Receptor-type tyrosine-protein phosphatase mu,0,depleted,2344714.25,427,14.195194400834
P06753,Tropomyosin alpha-3 chain,0,depleted,2342528.75,428,14.1819631094888
P43405,Tyrosine-protein kinase SYK,0,depleted,2317775.25,429,14.0321023131887
P36222,Chitinase-3-like protein 1,0,depleted,2300491.5,430,13.9274643210643
P10124,Serglycin,0,depleted,2295204.375,431,13.895455402623
Q9H299,SH3 domain-binding glutamic acid-rich-like protein 3,0,depleted,2246956.25,432,13.6033551972992
P36871,Phosphoglucomutase-1,0,depleted,2237465.25,433,13.5458954918965
Q9H4G4,Golgi-associated plant pathogenesis-related protein 1,0,depleted,2233109.25,434,13.5195237210891
Q14019,Coactosin-like protein,0,depleted,2225282.5,435,13.4721395940993
P07478,Trypsin-2,0,depleted,2222131.25,436,13.4530615310237
P24043,Laminin subunit alpha-2,0,depleted,2216104,437,13.4165718029247
P49746,Thrombospondin-3,0,depleted,2214959.75,438,13.4096443697873
P50395,Rab GDP dissociation inhibitor beta,0,depleted,2214272.25,439,13.4054821584856
P07738,Bisphosphoglycerate mutase,0,depleted,2195484,440,13.2917357345018
Q86U17,Serpin A11,0,depleted,2190076.75,441,13.2589995642312
P13598,Intercellular adhesion molecule 2,0,depleted,2176598.25,442,13.1773990332788
P31146,Coronin-1A,0,depleted,2169035.5,443,13.1316131954289
P40925,"Malate dehydrogenase, cytoplasmic",0,depleted,2165370.5,444,13.1094248253624
P05067,Amyloid-beta precursor protein,0,depleted,2157472.25,445,13.0616078283973
P20774,Mimecan,0,depleted,2157213,446,13.0600382963537
O95445,Apolipoprotein M,0,depleted,2133302.25,447,12.9152796143438
Q9NZ08,Endoplasmic reticulum aminopeptidase 1,0,depleted,2119998,448,12.834734014765
Q12907,Vesicular integral-membrane protein VIP36,0,depleted,2103265,449,12.7334303322761
P05164,Myeloperoxidase,0,depleted,2090606.25,450,12.6567926707267
P13716,Delta-aminolevulinic acid dehydratase,0,depleted,2080907.5,451,12.5980752207453
Q9HDC9,Adipocyte plasma membrane-associated protein,0,depleted,2046427.625,452,12.3893297292461
P04259,"Keratin, type II cytoskeletal 6B",0,depleted,2029882.125,453,12.289161195294
Q13291,Signaling lymphocytic activation molecule,0,depleted,2012845.375,454,12.1860185721755
Q9UJJ9,N-acetylglucosamine-1-phosphotransferase subunit gamma,0,depleted,2011653.75,455,12.1788043248411
P35527,"Keratin, type I cytoskeletal 9",0,depleted,2011460.875,456,12.1776366353796
P62258,14-3-3 protein epsilon,0,depleted,2004039.125,457,12.1327044292294
Q9UEW3,Macrophage receptor MARCO,0,depleted,2002584.625,458,12.1238987036464
Q16394,Exostosin-1,0,depleted,2002417.625,459,12.1228876646829
P04066,Tissue alpha-L-fucosidase,0,depleted,1977673.5,460,11.9730836258097
P17987,T-complex protein 1 subunit alpha,0,depleted,1968072.75,461,11.9149594801302
P00352,Aldehyde dehydrogenase 1A1,0,depleted,1956719.875,462,11.8462277497569
P49641,Alpha-mannosidase 2x,0,depleted,1951170.0625,463,11.8126284882155
P05019,Insulin-like growth factor I,0,depleted,1933324,464,11.7045861856292
Q12841,Follistatin-related protein 1,0,depleted,1930335,465,11.6864904044209
Q9P232,Contactin-3,0,depleted,1929386.625,466,11.6807488231216
Q10713,Mitochondrial-processing peptidase subunit alpha,0,depleted,1921303.625,467,11.6318133264648
Q6UX06,Olfactomedin-4,0,depleted,1913445.875,468,11.5842415215836
P54868,"Hydroxymethylglutaryl-CoA synthase, mitochondrial",0,depleted,1910705.875,469,11.5676532176322
Q5T3F8,CSC1-like protein 2,0,depleted,1891943.5625,470,11.4540638225293
Q93063,Exostosin-2,0,depleted,1888090.25,471,11.430735384949
Q13418,Integrin-linked protein kinase,0,depleted,1887847.875,472,11.4292680162738
P06732,Creatine kinase M-type,0,depleted,1883697.625,473,11.404141881794
Q9HCL0,Protocadherin-18,0,depleted,1882374,474,11.3961284898897
P98088,Mucin-5AC,0,depleted,1880233.375,475,11.3831688774277
Q5SRI9,"Glycoprotein endo-alpha-1,2-mannosidase",0,depleted,1874623.35009766,476,11.349205082444
Q9NY15,Stabilin-1,0,depleted,1857634.375,477,11.2463516945814
Q9H2M3,S-methylmethionine--homocysteine S-methyltransferase BHMT2,0,depleted,1857172,478,11.2435524182896
P00533,Epidermal growth factor receptor,0,depleted,1838822.625,479,11.1324629986476
Q86Y82,Syntaxin-12,0,depleted,1799263.875,480,10.8929693603486
Q8NBJ4,Golgi membrane protein 1,0,depleted,1793801.5,481,10.8598994564082
P16035,Metalloproteinase inhibitor 2,0,depleted,1791581.625,482,10.8464600544979
O14498,Immunoglobulin superfamily containing leucine-rich repeat protein,0,depleted,1783229.75,483,10.7958967548393
Q01581,"Hydroxymethylglutaryl-CoA synthase, cytoplasmic",0,depleted,1783087.5,484,10.7950355554827
P08238,Heat shock protein HSP 90-beta,0,depleted,1779707.25,485,10.7745710976609
Q9Y646,Carboxypeptidase Q,0,depleted,1774627.25,486,10.7438161399699
P17174,"Aspartate aminotransferase, cytoplasmic",0,depleted,1757185.375,487,10.6382208392461
Q8NI99,Angiopoietin-related protein 6,0,depleted,1756833.375,488,10.6360897870597
P27930,Interleukin-1 receptor type 2,0,depleted,1755778.125,489,10.6297011710944
Q96S96,Phosphatidylethanolamine-binding protein 4,0,depleted,1728454.375,490,10.4642797586516
O00151,PDZ and LIM domain protein 1,0,depleted,1720068.125,491,10.413508348428
Q07075,Glutamyl aminopeptidase,0,depleted,1718112.625,492,10.4016695059546
P68363,Tubulin alpha-1B chain,0,depleted,1714864,493,10.3820019224056
P55268,Laminin subunit beta-2,0,depleted,1704833.25,494,10.3212745027483
P30086,Phosphatidylethanolamine-binding protein 1,0,depleted,1685975.375,495,10.2071065602744
P62826,GTP-binding nuclear protein Ran,0,depleted,1675178.625,496,10.1417416804614
P80748,Immunoglobulin lambda variable 3-21,0,depleted,1654170.5,497,10.0145558545672
Q8NBS9,Thioredoxin domain-containing protein 5,0,depleted,1653400.75,498,10.0098956914407
O43505,"Beta-1,4-glucuronyltransferase 1",0,depleted,1644014,499,9.95306712862459
O95428,Papilin,0,depleted,1643480,500,9.94983422559172
P35916,Vascular endothelial growth factor receptor 3,0,depleted,1627260.375,501,9.85163857979666
Q15293,Reticulocalbin-1,0,depleted,1624270.375,502,9.83353674446278
P01833,Polymeric immunoglobulin receptor,0,depleted,1612164.375,503,9.76024550079994
P23435,Cerebellin-1,0,depleted,1606336.875,504,9.72496508427547
O14607,Histone demethylase UTY,0,depleted,1583698.625,505,9.58791027700218
P52565,Rho GDP-dissociation inhibitor 1,0,depleted,1575975.875,506,9.5411557790675
Q9UBX1,Cathepsin F,0,depleted,1569259.5,507,9.5004940017128
P32754,4-hydroxyphenylpyruvate dioxygenase,0,depleted,1567776.75,508,9.4915172470836
P06310,Immunoglobulin kappa variable 2-30,0,depleted,1554607.375,509,9.41178819768558
P10599,Thioredoxin,0,depleted,1553289.75,510,9.40381113053448
Q14697,Neutral alpha-glucosidase AB,0,depleted,1541164.25,511,9.3304018314238
Q04721,Neurogenic locus notch homolog protein 2,0,depleted,1540475.875,512,9.32623432276228
Q8IZF2,Adhesion G protein-coupled receptor F5,0,depleted,1538601.25,513,9.31488510769112
Q15942,Zyxin,0,depleted,1527321.625,514,9.2465968420129
Q6UVK1,Chondroitin sulfate proteoglycan 4,0,depleted,1527307.25,515,9.24650981395841
A0A0C4DH33,Immunoglobulin heavy variable 1-24,0,depleted,1521724.375,516,9.21271038789165
P42785,Lysosomal Pro-X carboxypeptidase,0,depleted,1505106.125,517,9.1121014163073
P55285,Cadherin-6,0,depleted,1491517.75,518,9.02983568831233
P25786,Proteasome subunit alpha type-1,0,depleted,1483867.375,519,8.98351935771287
P30046,D-dopachrome decarboxylase,0,depleted,1478288,520,8.94974112108546
A0A0B4J1V6,Immunoglobulin heavy variable 3-73,0,depleted,1453447.875,521,8.79935588616141
Q13508,Ecto-ADP-ribosyltransferase 3,0,depleted,1446712,522,8.75857605335888
P09619,Platelet-derived growth factor receptor beta,0,depleted,1439615.25,523,8.7156114380058
P0DOX3,Immunoglobulin delta heavy chain,0,depleted,1437732.125,524,8.70421076286764
Q7Z7M8,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 8",0,depleted,1434266.875,525,8.68323170437576
P52790,Hexokinase-3,0,depleted,1419685.875,526,8.59495650002685
P55072,Transitional endoplasmic reticulum ATPase,0,depleted,1416056.75,527,8.57298532171379
O00462,Beta-mannosidase,0,depleted,1415132.375,528,8.56738903942725
P21709,Ephrin type-A receptor 1,0,depleted,1414469.25,529,8.56337439743535
O15031,Plexin-B2,0,depleted,1413945.75,530,8.56020506272054
P24387,Corticotropin-releasing factor-binding protein,0,depleted,1404350.375,531,8.50211345796576
Q8IWV2,Contactin-4,0,depleted,1379834.875,532,8.35369354354179
O75144,ICOS ligand,0,depleted,1378274.75,533,8.34424835094973
Q9H3H9,Transcription elongation factor A protein-like 2,0,depleted,1372982.75,534,8.31220991864643
Q04446,"1,4-alpha-glucan-branching enzyme",0,depleted,1368122.75,535,8.28278686857197
P68104,Elongation factor 1-alpha 1,0,depleted,1361250.375,536,8.24118064763463
P68371,Tubulin beta-4B chain,0,depleted,1360962.125,537,8.23943554595069
P13497,Bone morphogenetic protein 1,0,depleted,1353007.875,538,8.19127951795588
P11362,Fibroblast growth factor receptor 1,0,depleted,1352876.5,539,8.19048415721441
P23141,Liver carboxylesterase 1,0,depleted,1352329.375,540,8.18717179378396
P11413,Glucose-6-phosphate 1-dehydrogenase,0,depleted,1341347.5,541,8.12068614398221
P07858,Cathepsin B,0,depleted,1323691.125,542,8.01379223333232
P00325,All-trans-retinol dehydrogenase [NAD(+)] ADH1B,0,depleted,1306586.875,543,7.91024095674053
P23381,"Tryptophan--tRNA ligase, cytoplasmic",0,depleted,1304378.625,544,7.89687193403952
P11047,Laminin subunit gamma-1,0,depleted,1296134.625,545,7.84696172317247
P04424,Argininosuccinate lyase,0,depleted,1295371.25,546,7.84234015509621
P02655,Apolipoprotein C-II,0,depleted,1291352.75,547,7.81801165165502
P30044,"Peroxiredoxin-5, mitochondrial",0,depleted,1290627,548,7.81361787005182
O75594,Peptidoglycan recognition protein 1,0,depleted,1287781.5,549,7.79639085585699
O00602,Ficolin-1,0,depleted,1285958.25,550,7.78535267148492
P50552,Vasodilator-stimulated phosphoprotein,0,depleted,1272693.875,551,7.70504848016158
Q99650,Oncostatin-M-specific receptor subunit beta,0,depleted,1266675.375,552,7.66861172566093
P63241,Eukaryotic translation initiation factor 5A-1,0,depleted,1263810.25,553,7.65126589925258
Q9NPG4,Protocadherin-12,0,depleted,1258759.875,554,7.6206902950304
Q99972,Myocilin,0,depleted,1258313.5,555,7.61798788474706
Q16627,C-C motif chemokine 14,0,depleted,1256344.625,556,7.60606806834473
Q86WI1,Fibrocystin-L,0,depleted,1252551.125,557,7.58310174314772
P02763,Alpha-1-acid glycoprotein 1,1,depleted,1251365.5,558,7.57592382056654
Q9NTN9,Semaphorin-4G,0,depleted,1236714.25,559,7.48722331389916
P13639,Elongation factor 2,0,depleted,1229093,560,7.44108330970575
P24298,Alanine aminotransferase 1,0,depleted,1227875.875,561,7.43371468217038
Q16134,"Electron transfer flavoprotein-ubiquinone oxidoreductase, mitochondrial",0,depleted,1222594.75,562,7.40174208848221
P26572,"Alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase",0,depleted,1218296.875,563,7.37572221372115
Q03154,Aminoacylase-1,0,depleted,1204776.375,564,7.29386740949651
Q92506,,0,depleted,1196409.125,565,7.24321102765792
Q14517,Protocadherin Fat 1,0,depleted,1195501.125,566,7.23771388167693
Q96RD9,Fc receptor-like protein 5,0,depleted,1189816.125,567,7.20329617804045
Q9HBI1,Beta-parvin,0,depleted,1189116.75,568,7.1990620739981
P61158,Actin-related protein 3,0,depleted,1188574.5,569,7.1957792244296
Q92823,Neuronal cell adhesion molecule,0,depleted,1179103.375,570,7.13843984477189
O60234,Glia maturation factor gamma,0,depleted,1173026.25,571,7.10164816716206
Q99715,Collagen alpha-1(XII) chain,0,depleted,1172164.875,572,7.0964332947839
Q8NDA2,Hemicentin-2,0,depleted,1171841.375,573,7.09447478517503
P60842,Eukaryotic initiation factor 4A-I,0,depleted,1171656.75,574,7.09335704224911
Q05315,Galectin-10,0,depleted,1170992.4375,575,7.08933521098314
Q8IUL8,Cartilage intermediate layer protein 2,0,depleted,1169589,576,7.08083862418502
O95980,Reversion-inducing cysteine-rich protein with Kazal motifs,0,depleted,1168726.25,577,7.07561542738425
P61204,ADP-ribosylation factor 3,0,depleted,1163394.375,578,7.04333558682545
P02538,"Keratin, type II cytoskeletal 6A",0,depleted,1161214.75,579,7.03013986346772
Q16851,UTP--glucose-1-phosphate uridylyltransferase,0,depleted,1159371,580,7.01897756952229
P01768,Immunoglobulin heavy variable 3-30,0,depleted,1148886.5,581,6.9555030904059
P25789,Proteasome subunit alpha type-4,0,depleted,1143855.75,582,6.92504629839723
P12110,Collagen alpha-2(VI) chain,0,depleted,1141036.5,583,6.90797820499756
Q9UM47,Neurogenic locus notch homolog protein 3,0,depleted,1137112.375,584,6.88422105965323
Q96RW7,Hemicentin-1,0,depleted,1126461.625,585,6.81974008216751
Q86SQ4,Adhesion G-protein coupled receptor G6,0,depleted,1123637.375,586,6.80264171814019
