uniprot,proteinName,meanAbu,log10meanAbu,stdDev,relStdDev,Rank,conc_thpa_ugl,mars14,sepromix20
P09172,Dopamine beta-hydroxylase,54557.3479492188,4.73685325096269,35124.849161592,0.643815186806473,238,2000,0,0
A0A0A0MT89,Immunoglobulin kappa joining 1,54492.2324401856,4.73633460046409,83825.465790744,1.53830118600402,239,,0,0
Q4KWH8,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase eta-1",54474.7672851563,4.73619538362709,53922.2977666666,0.989858249130324,240,,0,0
P35542,Serum amyloid A-4 protein,54452.4362304688,4.73601731508868,79101.5141192373,1.45267171856998,241,72000,0,0
P02786,Transferrin receptor protein 1,54203.1784179688,4.7340247538615,43231.0670360067,0.797574391351104,242,14,0,0
P18065,Insulin-like growth factor-binding protein 2,53469.5988769531,4.72810692608315,25668.3058334802,0.480054205990013,243,1000,0,0
O00391,Sulfhydryl oxidase 1,53431.818359375,4.72779995408194,14214.4251647083,0.266029223806386,244,3200,0,0
A0A075B6K5,Immunoglobulin lambda variable 3-9,53274.6643798828,4.72652072242333,99015.1420985738,1.85857843031224,245,,0,0
P07737,Profilin-1,52964.2514160156,4.72398283844846,44164.6938613955,0.833858549505351,246,1100,0,0
P33151,Cadherin-5,52008.862109375,4.71607735204391,13074.45022822,0.251388892160808,247,1000,0,0
Q9NZT1,Calmodulin-like protein 5,51987.7248840332,4.71590081201081,215078.117503898,4.13709424645268,248,75,0,0
P04179,"Superoxide dismutase [Mn], mitochondrial",51981.3853515625,4.71584784966522,80752.0654133319,1.55348044049204,249,140,0,0
Q8WZ75,Roundabout homolog 4,51320.6887695313,4.71029247636227,16404.0748583194,0.319638634079642,250,340,0,0
P02100,Hemoglobin subunit epsilon,51246.0809875488,4.70966065859491,51387.2050107356,1.0027538500597,251,,0,0
Q9BXR6,Complement factor H-related protein 5,50939.3028320313,4.70705299680597,19083.4534145164,0.374631224880379,252,1700,0,0
P61916,NPC intracellular cholesterol transporter 2,50924.9709960938,4.70693079032336,24469.7607681109,0.480506130675811,253,63,0,0
P20774,Mimecan,49946.6252929688,4.69850614989626,13954.1189055612,0.27938061528104,254,190,0,0
P05362,Intercellular adhesion molecule 1,49447.2009765625,4.69414171282221,25088.7155586219,0.507383938082031,255,3100,0,0
P03372,Estrogen receptor,49373.484777832,4.69349378078188,54142.4635553691,1.09658987610448,256,,0,0
P35443,Thrombospondin-4,49186.260546875,4.69184380597892,19814.2803155074,0.402841771161363,257,420,0,0
P00488,Coagulation factor XIII A chain,49170.1953125,4.69170193338621,17603.2896405464,0.358007315786913,258,1400,0,0
O75594,Peptidoglycan recognition protein 1,49041.0208007813,4.69055950154976,59229.8475633789,1.20776131076039,259,47,0,0
Q15582,Transforming growth factor-beta-induced protein ig-h3,49029.1056640625,4.69045397138803,17524.6225860742,0.357433046120591,260,1400,0,0
P51948,CDK-activating kinase assembly factor MAT1,48925.2442382813,4.68953300236424,76847.4960489739,1.57071256864253,261,,0,0
P02042,Hemoglobin subunit delta,48235.1548339844,4.68336367694004,48632.2500144646,1.00823248483076,262,11000,0,0
P23470,Receptor-type tyrosine-protein phosphatase gamma,48148.0357421875,4.68257857424914,8401.97459016876,0.174502956572472,263,520,0,0
Q9Y3A3,MOB-like protein phocein,47388.0409957886,4.6756687554961,100632.820556529,2.12359106732165,264,,0,0
Q96KN2,Beta-Ala-His dipeptidase,47310.808203125,4.67496036709653,17682.9359168548,0.373761019700501,265,1900,0,0
P20742,Pregnancy zone protein,47310.7110229492,4.67495947502009,59649.3056072165,1.26079917882194,266,13000,0,0
P0DOY2,Immunoglobulin lambda constant 2,47290.71484375,4.67477587883568,50209.0007884419,1.0617094910562,267.5,,0,0
P0DOY3,Immunoglobulin lambda constant 3,47290.71484375,4.67477587883568,50209.0007884419,1.0617094910562,267.5,,0,0
O95777,U6 snRNA-associated Sm-like protein LSm8,47041.0625,4.67247712243619,51729.8938785137,1.09967528642691,269,,0,0
O95497,Pantetheinase,47002.8765869141,4.67212443767177,40815.329989223,0.868358129395558,270,1100,0,0
P17936,Insulin-like growth factor-binding protein 3,46809.0723632813,4.67033003460106,13576.3035686357,0.290035732032269,271,5600,0,0
P19397,Leukocyte surface antigen CD53,46549.420703125,4.66791428065567,39103.5671810332,0.840044120643762,272,,0,0
P13727,Bone marrow proteoglycan,46469.5193359375,4.66716818031555,13198.4425820533,0.284023651861753,273,130,0,0
P01706,Immunoglobulin lambda variable 2-11,46419.769543457,4.66670298001793,94224.9912377418,2.02984616607221,274,,0,0
Q16620,BDNF/NT-3 growth factors receptor,46411.4123046875,4.66662478425183,76607.5333247618,1.6506184475025,275,13,0,0
O95445,Apolipoprotein M,46315.6465820313,4.66572773132701,25380.6651539545,0.547993324653299,276,18000,0,0
Q12913,Receptor-type tyrosine-protein phosphatase eta,46303.324609375,4.66561217476892,7192.06847464955,0.15532509890647,277,840,0,0
P13796,Plastin-2,46122.452734375,4.66391239447437,13274.2824156888,0.287805214786321,278,2200,0,0
Q6UX71,Plexin domain-containing protein 2,45767.0322265625,4.66055275141756,9329.45637431556,0.203846653812542,279,,0,0
P62937,Peptidyl-prolyl cis-trans isomerase A,45314.1126953125,4.65623348040526,30199.2262712414,0.666441964213179,280,420,0,0
P39748,Flap endonuclease 1,44774.9149414063,4.65103476949565,14020.5565704645,0.313134186604535,281,0.038,0,0
Q9UNN8,Endothelial protein C receptor,44724.3736328125,4.65054426696511,20692.1280893473,0.462658868276833,282,1600,0,0
P12318,Low affinity immunoglobulin gamma Fc region receptor II-a,44621.7706237793,4.64954679940546,23364.0122987334,0.523601192245887,283,55,0,0
P07333,Macrophage colony-stimulating factor 1 receptor,44415.284375,4.64753244708436,13732.00859343,0.30917304226829,284,1500,0,0
P17900,Ganglioside GM2 activator,44008.2836914063,4.64353443155122,31447.7895688028,0.714587957788134,285,23,0,0
P30043,Flavin reductase (NADPH),43765.5078125,4.64113197196465,21009.8598873863,0.480055206428693,286,440,0,0
P22392,Nucleoside diphosphate kinase B,43664.0549804688,4.64012406517676,22961.2248327341,0.525861027863876,287,,0,0
Q9Y490,Talin-1,43662.3466552734,4.64010707338065,43569.1671380767,0.997865906797624,288,3600,0,0
A0A0J9YXX1,Immunoglobulin heavy variable 5-10-1,42940.9968261719,4.63287212186737,70107.69927948,1.63265188191324,289,,0,0
P02768,Albumin,42899.2790039063,4.63244999318108,58000.2756765183,1.35201050048503,290,35400000,1,1
P32119,Peroxiredoxin-2,42834.4942382813,4.63179364340168,16519.9885080169,0.385670212799034,291,1100,0,0
P15151,Poliovirus receptor,42536.9993164063,4.62876685025193,12992.3821397402,0.305437204046717,292,940,0,0
Q14019,Coactosin-like protein,42272.6944091797,4.62605993010357,34202.3090735003,0.8090875103072,293,28,0,0
Q9UJJ9,N-acetylglucosamine-1-phosphotransferase subunit gamma,42202.0991210938,4.62533405319,10634.7393837522,0.251995507456564,294,420,0,0
P04264,"Keratin, type II cytoskeletal 1",42171.8893554688,4.62502305840812,139177.23849176,3.300237210589,295,65000,0,0
P04259,"Keratin, type II cytoskeletal 6B",41923.345703125,4.62245593433885,130718.460023224,3.11803501917262,296,,0,0
O14791,Apolipoprotein L1,41660.1681152344,4.61972101816505,37531.1944430393,0.900889174024115,297,19000,0,0
Q0VAF6,Syncollin,41642.9100830078,4.61954107119469,43324.8568078431,1.04038974993541,298,,0,0
A0A0C4DH43,Immunoglobulin heavy variable 2-70D,41548.5185180664,4.61855554289993,67748.2224255236,1.63058094107651,299,,0,0
A0M8Q6,Immunoglobulin lambda constant 7,41541.9885009766,4.61848728118156,55500.0383721793,1.33599859744014,300,,0,0
Q96HI0,Sentrin-specific protease 5,41084.3645080566,4.61367657370519,29837.2374821721,0.72624313018937,301,,0,0
P12955,Xaa-Pro dipeptidase,40831.2047851563,4.61099219461381,9578.8946097267,0.234597403141261,302,1000,0,0
P25774,Cathepsin S,40773.1247070313,4.61037399550956,16495.9094192634,0.404578004207235,303,19,0,0
P04180,Phosphatidylcholine-sterol acyltransferase,40503.4471679688,4.6074919867287,17238.3046324541,0.425600926285765,304,9500,0,0
P07357,Complement component C8 alpha chain,39803.5092773438,4.59992136334503,4605.40826265495,0.115703573535823,305,3400,0,0
P06310,Immunoglobulin kappa variable 2-30,39492.7833129883,4.5965177423685,45411.1470266319,1.14985937219819,306,,0,0
O60844,Zymogen granule membrane protein 16,39470.6856933594,4.5962746711195,17310.5371964487,0.43856692358808,307,,0,0
A0A075B6K4,Immunoglobulin lambda variable 3-10,39381.2388305664,4.59528937378322,98558.465781899,2.50267560667495,308,,0,0
P49747,Cartilage oligomeric matrix protein,39269.5130859375,4.59405551636078,15744.561762798,0.400936006727217,309,1100,0,0
P04040,Catalase,39259.8484375,4.59394861867498,17156.2390996997,0.436991985005028,310,960,0,0
Q9NQ79,Cartilage acidic protein 1,39241.35625,4.59374400894523,8412.62458537933,0.214381596084089,311,360,0,0
A0A0C4DH34,Immunoglobulin heavy variable 4-28,38899.6655395508,4.58994586726525,54390.0319605443,1.39821335752216,312,,0,0
P0DOX5,Immunoglobulin gamma-1 heavy chain,38788.7296875,4.58870555689465,23273.7637165623,0.600013558166678,313,,0,0
A0A075B6S2,Immunoglobulin kappa variable 2D-29,37692.0811340332,4.57625011728708,51419.1235421588,1.36418902844107,314,,0,0
P05062,Fructose-bisphosphate aldolase B,37669.3347167969,4.57598795013756,75467.0630670111,2.00340843910259,315,930,0,0
Q96S96,Phosphatidylethanolamine-binding protein 4,37329.0014648438,4.57204637288617,11272.7167395347,0.301982809536206,316,200,0,0
P67936,Tropomyosin alpha-4 chain,37182.6154541016,4.5703399351221,35483.5482556465,0.954304795999291,317,950,0,0
P34096,Ribonuclease 4,37170.4478515625,4.57019779376429,10454.7566987564,0.281265287426903,318,27,0,0
Q01459,Di-N-acetylchitobiase,36858.9666992188,4.56654315608334,8133.26700366144,0.220659115868102,319,380,0,0
Q14161,ARF GTPase-activating protein GIT2,36627.1533691406,4.56380316698248,18364.2096765,0.501382389491736,320,,0,0
P33908,"Mannosyl-oligosaccharide 1,2-alpha-mannosidase IA",36619.47109375,4.5637120673626,6526.77096769351,0.178232256576952,321,390,0,0
Q8TD30,Alanine aminotransferase 2,36405.5016601563,4.56116701991547,24696.6929646359,0.678378042834802,322,,0,0
P49913,Cathelicidin antimicrobial peptide,35643.3639160156,4.55197868473694,28238.2114059195,0.792243164041856,323,,0,0
P40197,Platelet glycoprotein V,35589.8993164063,4.55132675938932,24081.7992128201,0.676647017141712,324,400,0,0
Q6ZMP0,Thrombospondin type-1 domain-containing protein 4,35467.3852584839,4.54982917241135,65635.8479266565,1.85059731492206,325,,0,0
Q96H15,T-cell immunoglobulin and mucin domain-containing protein 4,35113.6068481445,4.54547544221932,27497.0776330787,0.783088953293663,326,18,0,0
O00187,Mannan-binding lectin serine protease 2,34871.9420898438,4.54247613479828,11865.1610378655,0.340249505097714,327,880,0,0
Q9UGM5,Fetuin-B,34814.348828125,4.54175827649,9062.91785015082,0.260321337471901,328,4500,0,0
P27487,Dipeptidyl peptidase 4,34810.2046875,4.54170657698697,11659.9496487286,0.334957801983726,329,170,0,0
P48551,Interferon alpha/beta receptor 2,34757.2586914063,4.54104551627654,13012.1409122985,0.374371898193334,330,,0,0
Q709F0,Acyl-CoA dehydrogenase family member 11,34680.2275878906,4.54008193885725,9744.07181708085,0.280969085118784,331,,0,0
P20142,Gastricsin,34182.7011108398,4.53380637761185,29170.1318483159,0.853359474247799,332,,0,0
Q92954,Proteoglycan 4,33941.158203125,4.53072665803598,12865.0048039215,0.379038473788352,333,4300,0,0
P62736,"Actin, aortic smooth muscle",33575.5067382813,4.52602257597898,18999.4351685294,0.565871881447053,334,,0,0
P00918,Carbonic anhydrase 2,33543.4656738281,4.52560793141447,15242.3184713026,0.454404998562662,335,790,0,0
P13987,CD59 glycoprotein,33364.1112060547,4.52327956007403,15726.2760142828,0.471353063091005,336,98,0,0
P28676,Grancalcin,33336.4505004883,4.52291935643633,62092.5897645885,1.86260351154299,337,0.89,0,0
P07911,Uromodulin,33299.39296875,4.52243631660767,14389.5030262337,0.432125085275207,338,83,0,0
Q8IW36,Zinc finger protein 695,32926.712677002,4.51754837397024,18849.9606087101,0.572482312267878,339,,0,0
P15814,Immunoglobulin lambda-like polypeptide 1,32925.3271972656,4.51753009948077,42701.51800378,1.29692008064012,340,1e+05,0,0
Q6ZWK6,Transmembrane protease serine 11F,32723.474609375,4.51485941124506,49600.153735514,1.51573615967126,341.5,,0,0
Q7Z410,Transmembrane protease serine 9,32723.474609375,4.51485941124506,49600.153735514,1.51573615967126,341.5,,0,0
Q9UNW1,Multiple inositol polyphosphate phosphatase 1,32719.7779296875,4.51481034743698,4635.3063391585,0.141666803152498,343,320,0,0
Q15848,Adiponectin,32714.0724121094,4.51473461064956,15983.7737594721,0.488590156496555,344,1100,0,0
P23528,Cofilin-1,32675.2365966797,4.51421874092773,26088.788535116,0.798426920580186,345,470,0,0
P04075,Fructose-bisphosphate aldolase A,32558.2244140625,4.51266071230434,18623.4045379176,0.57200307673639,346,1200,0,0
O75445,Usherin,32434.8068359375,4.5110113158523,18809.841586992,0.579927658645739,347,,0,0
P10124,Serglycin,32387.9687011719,4.51038371091429,23265.8132269486,0.718347403679774,348,50,0,0
P69891,Hemoglobin subunit gamma-1,32261.8171875,4.50868882592576,62427.5926608785,1.93503026497424,349,,0,0
P02766,Transthyretin,32204.649609375,4.50791857833923,8275.49413711298,0.256965818212285,350,180000,1,1
Q06418,Tyrosine-protein kinase receptor TYRO3,32176.5959228516,4.5075400966269,20829.012938367,0.64733426084934,351,6.4,0,0
Q96L03,Spermatogenesis-associated protein 17,32090.4046386719,4.50637519329477,11595.9597521789,0.361352868022258,352,,0,0
O75144,ICOS ligand,31939.9048828125,4.50433361847337,12247.6979835058,0.383460690582598,353,150,0,0
O00592,Podocalyxin,31810.1263671875,4.50256539436556,8400.06779368442,0.264068985351444,354,43,0,0
Q9BYE9,Cadherin-related family member 2,31746.6879150391,4.50169842269087,51339.6303767598,1.61716493116244,355,3.6,0,0
Q9Y6Z7,Collectin-10,31601.2611328125,4.49970441464665,10226.9417966333,0.323624483011988,356,5.7,0,0
P17813,Endoglin,31392.5387695313,4.49682643927486,7352.92068022116,0.234225104704106,357,260,0,0
O75175,CCR4-NOT transcription complex subunit 3,31336.8274658203,4.49605502647111,129530.039935432,4.13347650066723,358,,0,0
P02788,Lactotransferrin,31148.0144287109,4.49343036720262,63967.1869780924,2.05365215572554,359,600,0,0
Q08830,Fibrinogen-like protein 1,31013.3209960938,4.49154827423645,17660.5449770409,0.569450301025978,360,1.8,0,0
P26447,Protein S100-A4,30870.8685058594,4.48954884788172,17576.4661824059,0.569354444273889,361,13,0,0
P35590,Tyrosine-protein kinase receptor Tie-1,30830.340625,4.48897832299899,7314.3256830089,0.237244400636877,362,75,0,0
P11021,Endoplasmic reticulum chaperone BiP,30545.6380859375,4.48494920179761,6759.62881537794,0.221296042215923,363,1000,0,0
O14786,Neuropilin-1,30399.2407226563,4.48286273643511,6731.04326060646,0.221421427002612,364,720,0,0
P42785,Lysosomal Pro-X carboxypeptidase,30332.9081054688,4.48191404940112,7563.95921708121,0.249364788591355,365,34,0,0
P14780,Matrix metalloproteinase-9,30305.7301513672,4.48152475186326,52930.1216134438,1.74653840541294,366,57,0,0
P00558,Phosphoglycerate kinase 1,30279.765234375,4.48115250366123,22749.4147243803,0.751307500183459,367,290,0,0
Q8NBP7,Proprotein convertase subtilisin/kexin type 9,30261.830859375,4.48089519956523,14245.6222480537,0.470745551194583,368,300,0,0
Q8IYD1,Eukaryotic peptide chain release factor GTP-binding subunit ERF3B,30084.011328125,4.47833574353932,22520.975712225,0.748602819836414,369,,0,0
Q9NPY3,Complement component C1q receptor,30049.7930664063,4.47784148564234,7926.33180287953,0.263773257451835,370,440,0,0
P01768,Immunoglobulin heavy variable 3-30,29814.7310913086,4.47443089665719,34531.9290335828,1.15821702123784,371.5,,0,0
P0DP03,Immunoglobulin heavy variable 3-30-5,29814.7310913086,4.47443089665719,34531.9290335828,1.15821702123784,371.5,,0,0
Q9Y2S6,Translation machinery-associated protein 7,29688.4212768555,4.4725871039962,44578.8946009927,1.50155827368785,373,,0,0
P80748,Immunoglobulin lambda variable 3-21,29622.571887207,4.47162276208298,50697.6676719963,1.71145395021864,374,,0,0
Q8WWA0,Intelectin-1,29520.3270996094,4.47012116537215,17803.0882897338,0.603078964188353,375,160,0,0
Q15113,Procollagen C-endopeptidase enhancer 1,29373.7662597656,4.46795963467288,7153.97693457168,0.243549869339389,376,1300,0,0
P13591,Neural cell adhesion molecule 1,29338.80625,4.4674424391056,8114.54975198132,0.27658077437903,377,2800,0,0
P14174,Macrophage migration inhibitory factor,29324.7863769531,4.46723485708259,26396.0701716053,0.900128302122958,378,14,0,0
P54652,Heat shock-related 70 kDa protein 2,29319.78828125,4.46716082993168,9597.66324931937,0.327344220812709,379,77,0,0
P27930,Interleukin-1 receptor type 2,29090.23828125,4.46374727861413,18712.3188444298,0.643250793050079,380,21,0,0
P04070,Vitamin K-dependent protein C,29088.3290039063,4.46371877366278,6467.12061807352,0.22232698953608,381,6400,0,0
P42126,"Enoyl-CoA delta isomerase 1, mitochondrial",29019.8538574219,4.46269522102125,59620.7189494814,2.05448033068689,382,11,0,0
Q9BWP8,Collectin-11,28876.5006835938,4.46054456334759,8856.35760139509,0.306697743554047,383,30,0,0
Q9HCL0,Protocadherin-18,28775.6294921875,4.45902483297926,6353.37310764557,0.220790065057325,384,,0,0
P30740,Leukocyte elastase inhibitor,28727.0390869141,4.45829086530688,32672.1809343447,1.13733200402222,385,49,0,0
P13598,Intercellular adhesion molecule 2,28691.5752929688,4.45775439356709,5847.18409531399,0.203794460067409,386,1200,0,0
Q86VB7,Scavenger receptor cysteine-rich type 1 protein M130,28681.658984375,4.45760426787869,8774.12583407629,0.30591416761688,387,1600,0,0
P07359,Platelet glycoprotein Ib alpha chain,28445.9728515625,4.45402079121824,10555.4095407247,0.371068678009545,388,2000,0,0
P24593,Insulin-like growth factor-binding protein 5,28344.925390625,4.45247531818067,12707.3966322825,0.448312932814615,389,330,0,0
